Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST_1337,64,122828,5865,606,48,No
CUST_1338,37,146613,16173,832,36,No
CUST_1339,30,92095,43097,359,12,No
CUST_1340,32,125924,38371,734,12,No
CUST_1341,36,104694,43524,320,12,Yes
CUST_1342,44,116452,16254,681,12,No
CUST_1343,39,107593,9018,544,60,No
CUST_1344,28,55892,10192,372,36,No
CUST_1345,51,126975,7015,748,12,Yes
CUST_1346,41,97242,47618,375,24,No
CUST_1347,37,136041,8380,689,24,No
CUST_1348,43,146202,33343,641,60,No
CUST_1349,57,97606,8770,589,36,No
CUST_1350,36,143769,10829,630,36,No
CUST_1351,26,138542,39381,558,36,Yes
CUST_1352,28,126438,20545,725,60,No
CUST_1353,45,20924,23263,305,36,Yes
CUST_1354,38,71322,43140,305,36,No
CUST_1355,45,46478,48306,490,12,No
CUST_1356,32,91042,30675,447,36,Yes
CUST_1357,35,66418,30362,704,12,No
CUST_1358,46,82217,5148,557,12,No
CUST_1359,61,120699,6754,778,36,No
CUST_1360,46,110140,31745,389,24,Yes
CUST_1361,52,100846,12378,309,48,Yes
CUST_1362,30,93762,25140,386,24,No
CUST_1363,36,31781,14371,450,36,No
CUST_1364,27,25515,31999,329,36,No
CUST_1365,37,137358,17779,427,24,Yes
CUST_1366,43,56133,36075,377,36,No
CUST_1367,46,102508,35697,720,12,No
CUST_1368,41,117628,14795,354,60,Yes
CUST_1369,42,96946,43460,779,36,No
CUST_1370,27,105058,9218,604,36,No
CUST_1371,34,29095,42571,845,24,No
CUST_1372,35,108583,16672,404,12,No
CUST_1373,27,40470,36042,471,24,No
CUST_1374,29,63129,40950,798,24,No
CUST_1375,28,28531,16009,321,36,Yes
CUST_1376,43,57038,24544,586,12,No
CUST_1377,49,107939,34381,690,36,No
CUST_1378,38,62674,30287,448,36,No
CUST_1379,51,147572,7586,571,36,Yes
CUST_1380,50,114658,7648,598,36,No
CUST_1381,59,102476,45081,471,60,No
CUST_1382,55,49831,23101,346,48,Yes
CUST_1383,38,77174,26692,506,12,No
CUST_1384,62,31279,12407,752,60,No
CUST_1385,59,58220,22254,694,48,Yes
CUST_1386,37,80610,20234,600,48,Yes
CUST_1387,34,72719,27211,475,48,No
CUST_1388,51,144936,34480,409,60,Yes
CUST_1389,44,73051,29846,501,12,No
CUST_1390,55,92013,47503,467,24,No
CUST_1391,64,76652,20321,385,48,Yes
CUST_1392,54,85524,17646,350,24,No
CUST_1393,23,102936,27117,411,24,No
CUST_1394,57,26470,9893,762,36,No
CUST_1395,63,87598,14476,741,24,No
CUST_1396,60,61798,22270,570,36,No
CUST_1397,46,144517,26702,643,12,Yes
CUST_1398,43,73473,9382,482,12,Yes
CUST_1399,64,39880,6785,802,36,No
CUST_1400,59,120117,16735,309,12,Yes
CUST_1401,35,64439,35177,793,48,No
CUST_1402,24,140944,35712,533,12,No
CUST_1403,49,34308,21679,597,36,No
CUST_1404,42,111563,48013,543,48,Yes
CUST_1405,45,116256,40365,808,24,No
CUST_1406,33,55081,22064,650,24,No
CUST_1407,38,95242,35563,566,24,Yes
CUST_1408,53,70383,38092,500,36,No
CUST_1409,36,29837,31867,538,24,Yes
CUST_1410,62,124135,38754,633,12,No
CUST_1411,64,72151,24502,714,24,No
CUST_1412,22,138128,5760,783,60,No
CUST_1413,55,56824,29142,736,60,No
CUST_1414,62,53073,49653,545,24,No
CUST_1415,54,132651,46996,307,24,No
CUST_1416,50,117624,22290,451,60,No
CUST_1417,33,113648,10499,691,24,Yes
CUST_1418,33,46299,5364,510,48,Yes
CUST_1419,38,119993,24797,666,60,No
CUST_1420,52,78861,45795,385,36,Yes
CUST_1421,52,50063,37535,354,60,No
CUST_1422,55,89453,21105,745,12,No
CUST_1423,59,141768,12939,603,48,No
CUST_1424,49,143299,18936,431,36,No
CUST_1425,49,88472,47029,720,24,No
CUST_1426,64,122166,20863,684,12,No
CUST_1427,36,34506,17561,497,12,No
CUST_1428,64,114341,15447,346,48,Yes
CUST_1429,30,99854,35624,502,36,No
CUST_1430,50,133604,49646,560,12,Yes
CUST_1431,45,46026,17411,323,36,Yes
CUST_1432,59,47672,24465,639,36,Yes
CUST_1433,40,58417,43216,711,12,No
CUST_1434,25,72413,24642,560,36,Yes
CUST_1435,21,144044,36262,585,48,Yes
CUST_1436,50,85066,35363,812,12,No
CUST_1437,23,79213,7107,385,48,No
CUST_1438,34,70971,12928,729,48,No
CUST_1439,50,47281,24317,330,36,No
CUST_1440,24,133978,30017,739,36,No
CUST_1441,38,48091,18528,648,12,No
CUST_1442,57,70494,18313,711,24,No
CUST_1443,45,123864,6559,827,12,No
CUST_1444,21,133755,20167,609,48,No
CUST_1445,35,38610,20343,695,36,No
CUST_1446,29,21079,43598,637,48,No
CUST_1447,35,115386,12523,736,60,No
CUST_1448,44,66751,33439,664,60,Yes
CUST_1449,24,106126,20524,412,48,Yes
CUST_1450,32,75432,18285,475,24,Yes
CUST_1451,57,50951,15973,448,24,No
CUST_1452,57,100863,27694,477,12,Yes
CUST_1453,63,98291,40774,681,12,No
CUST_1454,26,145659,9302,522,12,Yes
CUST_1455,59,79872,27391,558,36,Yes
CUST_1456,44,27235,9611,488,24,No
CUST_1457,31,102733,14372,605,48,No
CUST_1458,33,82712,29312,677,60,No
CUST_1459,54,41473,19080,642,24,No
CUST_1460,45,87567,20082,455,24,Yes
CUST_1461,27,126818,47861,354,24,Yes
CUST_1462,24,145849,35677,741,12,No
CUST_1463,28,127399,25874,499,36,No
CUST_1464,40,144421,13378,702,48,No
CUST_1465,49,99823,6597,476,12,Yes
CUST_1466,30,124215,16600,748,36,No
CUST_1467,63,129999,8747,840,24,No
CUST_1468,54,52230,18879,600,36,Yes
CUST_1469,46,104573,18017,606,12,No
CUST_1470,61,112588,29815,566,24,No
CUST_1471,23,88876,23964,513,12,Yes
CUST_1472,26,60644,33812,782,48,No
CUST_1473,25,68664,45200,561,24,No
CUST_1474,25,65203,29714,366,36,Yes
CUST_1475,43,86677,23890,432,12,No
CUST_1476,29,45425,9725,839,60,No
CUST_1477,55,143246,48205,811,36,No
CUST_1478,40,104817,25684,510,36,Yes
CUST_1479,62,127585,31325,552,24,No
CUST_1480,55,105961,37542,337,36,No
CUST_1481,38,120342,18092,342,12,Yes
CUST_1482,37,145740,35382,704,60,No
CUST_1483,44,117649,44770,345,48,No
CUST_1484,23,89806,30457,753,60,No
CUST_1485,52,62814,11131,604,12,No
CUST_1486,55,90219,30215,532,24,Yes
CUST_1487,58,69646,17612,544,12,Yes
CUST_1488,33,59884,42305,594,36,No
CUST_1489,45,115345,18091,682,24,No
CUST_1490,29,146062,40103,457,48,No
CUST_1491,24,120088,42089,704,48,No
CUST_1492,34,138198,34759,300,12,Yes
CUST_1493,57,89322,5559,516,36,No
CUST_1494,54,41650,5713,806,48,No
CUST_1495,31,114242,42361,329,60,No
CUST_1496,61,29190,20184,819,24,No
CUST_1497,23,58196,20261,574,60,Yes
CUST_1498,48,59449,25372,791,48,No
CUST_1499,49,59661,37140,335,48,No
CUST_1500,29,49709,38024,610,12,No
CUST_1501,23,130965,37544,343,12,No
CUST_1502,45,100428,5037,454,24,No
CUST_1503,54,95179,48032,376,12,Yes
CUST_1504,32,29943,17697,737,36,No
CUST_1505,62,63240,46420,731,24,No
CUST_1506,29,65760,36707,841,36,No
CUST_1507,35,41042,31016,338,12,Yes
CUST_1508,60,141770,39600,538,24,Yes
CUST_1509,45,63894,28984,312,48,No
CUST_1510,25,26869,10167,421,60,No
CUST_1511,31,81078,5432,443,48,No
CUST_1512,54,76759,9151,754,36,No
CUST_1513,44,125973,11411,667,48,No
CUST_1514,35,64306,35788,546,48,Yes
CUST_1515,58,128369,31623,344,60,No
CUST_1516,28,75371,27104,674,60,No
CUST_1517,25,40918,5256,590,48,Yes
CUST_1518,46,48379,38439,506,60,No
CUST_1519,38,140667,38257,818,48,No
CUST_1520,26,128475,44657,541,24,Yes
CUST_1521,57,110810,49674,413,48,No
CUST_1522,33,103232,23066,601,12,Yes
CUST_1523,48,22962,37746,575,60,Yes
CUST_1524,25,33851,7460,395,60,Yes
CUST_1525,33,137626,42297,593,36,No
CUST_1526,37,65747,39743,659,36,Yes
CUST_1527,60,145180,8216,587,12,No
CUST_1528,52,72349,19267,453,60,No
CUST_1529,49,90832,14581,722,60,No
CUST_1530,23,76356,9515,349,36,No
CUST_1531,60,34745,27076,506,36,No
CUST_1532,54,25730,49816,512,48,No
CUST_1533,60,33921,14776,365,60,No
CUST_1534,47,118430,26947,531,60,No
CUST_1535,33,91138,7963,619,48,No
CUST_1536,53,103111,11786,436,60,No
CUST_1537,26,39023,18866,364,12,Yes
CUST_1538,44,65349,43968,813,36,No
CUST_1539,39,146796,37305,431,36,Yes
CUST_1540,36,101533,22360,633,36,No
CUST_1541,60,103286,45113,331,24,No
CUST_1542,48,61979,37813,797,12,No
CUST_1543,53,42837,6193,542,12,No
CUST_1544,61,34997,9512,491,48,No
CUST_1545,33,124975,27666,441,24,No
CUST_1546,63,108603,21630,490,60,Yes
CUST_1547,45,65039,13983,448,12,No
CUST_1548,62,147394,5636,715,24,Yes
CUST_1549,56,40923,8775,819,24,No
CUST_1550,47,28876,7421,315,12,No
CUST_1551,58,80973,18025,405,48,Yes
CUST_1552,27,22887,14280,582,24,Yes
CUST_1553,25,83723,41951,403,36,No
CUST_1554,63,62422,16351,660,24,No
CUST_1555,51,122390,43091,334,60,Yes
CUST_1556,43,71413,35171,412,12,Yes
CUST_1557,62,122484,8644,607,60,No
CUST_1558,30,22841,21142,352,48,Yes
CUST_1559,52,144647,12773,380,36,No
CUST_1560,63,48756,33466,668,12,No
CUST_1561,50,91576,15778,541,24,No
CUST_1562,59,138248,17501,330,36,Yes
CUST_1563,51,30304,7108,660,24,No
CUST_1564,38,50341,34369,532,48,No
CUST_1565,56,24758,41382,333,12,No
CUST_1566,22,37010,30818,542,48,No
CUST_1567,34,147039,15251,358,48,No
CUST_1568,33,80758,28341,828,48,No
CUST_1569,49,51658,16678,377,48,No
CUST_1570,32,69002,19367,601,24,No
CUST_1571,59,123318,34672,411,60,Yes
CUST_1572,22,21375,9332,712,24,Yes
CUST_1573,52,119485,17002,616,36,No
CUST_1574,33,42092,25284,444,48,No
CUST_1575,47,20490,20700,317,36,Yes
CUST_1576,61,23729,18769,650,24,Yes
CUST_1577,37,25974,34318,454,48,No
CUST_1578,60,138222,29323,805,24,No
CUST_1579,51,105216,32610,659,48,No
CUST_1580,54,103860,11963,631,24,No
CUST_1581,44,147288,12838,827,12,No
CUST_1582,55,116870,17243,311,60,No
CUST_1583,26,41398,32939,374,60,No
CUST_1584,39,54650,6845,511,48,No
CUST_1585,50,41292,21766,582,12,Yes
CUST_1586,27,121291,41880,494,36,Yes
CUST_1587,30,123889,17780,329,12,No
CUST_1588,61,23159,47856,308,48,No
CUST_1589,52,118162,6509,608,12,No
CUST_1590,54,82766,28957,744,36,No
CUST_1591,48,114887,39346,609,48,No
CUST_1592,35,122834,22263,725,60,Yes
CUST_1593,50,37065,31148,390,12,Yes
CUST_1594,57,41638,36533,755,60,No
CUST_1595,49,21073,47608,743,60,No
CUST_1596,42,66511,17931,378,24,Yes
CUST_1597,24,104307,6359,774,36,No
CUST_1598,40,145274,29532,402,12,Yes
CUST_1599,52,120997,25344,755,60,No
CUST_1600,56,127866,9242,613,60,Yes
CUST_1601,24,49320,25601,546,36,No
CUST_1602,47,89876,24116,533,60,No
CUST_1603,37,54924,40477,534,60,No
CUST_1604,32,101720,35782,686,60,No
CUST_1605,42,60734,23880,337,60,No
CUST_1606,37,88116,8499,460,24,Yes
CUST_1607,30,60025,36587,761,24,No
CUST_1608,21,114503,49458,748,48,No
CUST_1609,42,22159,31020,416,12,No
CUST_1610,46,68940,13080,540,36,Yes
CUST_1611,38,99436,28207,325,48,Yes
CUST_1612,34,96976,38957,597,24,No
CUST_1613,49,34678,18908,453,24,No
CUST_1614,32,81075,35652,767,24,No
CUST_1615,56,67204,35344,348,48,Yes
CUST_1616,55,32021,30034,345,24,No
CUST_1617,32,26772,30788,584,48,No
CUST_1618,27,87163,17751,381,24,Yes
CUST_1619,49,129968,38793,343,60,No
CUST_1620,31,93755,37839,572,60,No
CUST_1621,53,43464,43314,693,12,Yes
CUST_1622,26,71137,40453,357,24,Yes
CUST_1623,35,50232,14385,300,12,No
CUST_1624,52,81497,23232,515,48,Yes
CUST_1625,31,128017,48344,616,12,No
CUST_1626,43,94024,39790,527,24,Yes
CUST_1627,46,120485,20831,772,48,No
CUST_1628,54,129898,25125,783,48,No
CUST_1629,54,71448,22682,586,60,No
CUST_1630,49,125468,41870,810,48,No
CUST_1631,24,104517,22288,757,48,No
CUST_1632,37,20901,40794,394,12,Yes
CUST_1633,55,107980,44477,792,48,No
CUST_1634,33,127594,29405,449,36,Yes
CUST_1635,61,103597,43737,322,60,No
CUST_1636,59,22881,7620,514,60,Yes
CUST_1637,35,49863,40414,698,48,No
CUST_1638,49,131362,42633,709,12,No
CUST_1639,49,25622,40057,430,60,No
CUST_1640,31,142740,45138,447,60,No
CUST_1641,52,21378,18854,680,36,No
CUST_1642,22,103168,14677,408,48,No
CUST_1643,34,113847,49111,420,60,No
CUST_1644,40,91186,29074,594,60,No
CUST_1645,42,65201,22824,419,60,No
CUST_1646,31,140767,5765,755,60,No
CUST_1647,47,127760,36615,829,12,No
CUST_1648,23,79251,41860,468,24,Yes
CUST_1649,37,92572,17975,442,36,No
CUST_1650,64,59255,14341,336,12,No
CUST_1651,48,83212,33141,560,36,No
CUST_1652,49,70210,17334,530,60,Yes
CUST_1653,41,145629,20835,553,36,No
CUST_1654,36,136736,31548,628,48,No
CUST_1655,57,42499,40434,596,48,Yes
CUST_1656,40,122552,30039,309,24,Yes
CUST_1657,26,71628,37530,745,24,No
CUST_1658,39,81360,43736,529,36,No
CUST_1659,25,24603,45409,835,12,No
CUST_1660,23,113309,23565,377,12,Yes
CUST_1661,21,147466,14834,724,60,No
CUST_1662,58,105473,41656,492,12,No
CUST_1663,35,32632,5840,700,24,No
CUST_1664,54,50607,18873,408,12,No
CUST_1665,55,111873,36568,562,60,No
CUST_1666,45,85756,15846,628,48,No
CUST_1667,44,66994,10899,662,12,No
CUST_1668,32,83382,25502,677,12,No
CUST_1669,38,90354,5565,640,24,No
CUST_1670,35,76344,43773,558,36,Yes
CUST_1671,64,73775,46924,634,48,No
CUST_1672,36,27349,48242,384,36,Yes
CUST_1673,47,91154,14187,821,60,No
CUST_1674,28,47464,12226,607,60,No
CUST_1675,45,62624,47147,561,36,Yes
CUST_1676,37,141897,43658,751,24,No
CUST_1677,49,146866,9311,550,24,Yes
CUST_1678,28,57344,49214,623,24,No
CUST_1679,35,145857,46616,528,48,No
CUST_1680,47,103791,30689,596,60,No
CUST_1681,27,44299,11083,536,60,No
CUST_1682,23,67975,17598,516,60,No
CUST_1683,49,21462,21940,545,48,No
CUST_1684,64,140209,31880,747,60,No
CUST_1685,44,101441,7580,618,36,Yes
CUST_1686,23,110456,47321,731,12,No
CUST_1687,40,101788,14386,703,48,No
CUST_1688,35,126540,24522,336,12,Yes
CUST_1689,45,60581,31224,641,36,No
CUST_1690,50,120372,19635,688,24,No
CUST_1691,34,91289,5671,333,24,Yes
CUST_1692,27,125541,38545,338,24,No
CUST_1693,37,34175,31855,508,48,No
CUST_1694,64,141704,40790,451,24,No
CUST_1695,40,26191,19260,664,48,No
CUST_1696,56,103434,6074,498,48,Yes
CUST_1697,29,104518,47676,378,12,Yes
CUST_1698,58,100158,14475,776,24,No
CUST_1699,42,86537,17878,733,60,No
CUST_1700,22,135721,20120,331,24,Yes
CUST_1701,44,67645,28147,386,24,Yes
CUST_1702,28,128536,6986,692,24,No
CUST_1703,31,43283,48593,543,60,No
CUST_1704,33,143153,37430,531,60,Yes
CUST_1705,37,106971,46961,491,48,Yes
CUST_1706,28,112759,22430,839,60,No
CUST_1707,41,79123,7176,569,48,No
CUST_1708,38,122780,23722,376,12,Yes
CUST_1709,50,50024,47815,466,48,Yes
CUST_1710,38,69630,23617,583,24,No
CUST_1711,51,50734,32115,388,36,No
CUST_1712,58,20515,42376,843,36,No
CUST_1713,52,130782,16906,455,24,No
CUST_1714,31,86727,45002,549,48,No
CUST_1715,45,117800,11610,394,24,Yes
CUST_1716,53,129164,48292,316,60,Yes
CUST_1717,58,66216,18411,416,48,No
CUST_1718,61,91833,14180,632,24,No
CUST_1719,28,78755,15073,821,60,No
CUST_1720,31,47856,42251,379,60,Yes
CUST_1721,42,134959,35960,731,48,No
CUST_1722,44,93870,10901,502,12,Yes
CUST_1723,61,44162,43897,415,12,No
CUST_1724,37,26008,48183,519,60,Yes
CUST_1725,32,27987,9482,552,12,No
CUST_1726,52,82532,47454,468,60,No
CUST_1727,35,116502,30428,615,12,No
CUST_1728,36,23332,12400,671,60,No
CUST_1729,42,86323,44574,455,60,No
CUST_1730,48,58990,48284,312,60,No
CUST_1731,40,29873,12396,807,60,No
CUST_1732,53,102542,12338,764,36,No
CUST_1733,30,105761,47718,519,12,Yes
CUST_1734,60,56444,17500,314,60,No
CUST_1735,52,55340,16545,416,24,Yes
CUST_1736,53,125219,10241,630,48,Yes
CUST_1737,22,25033,28778,355,24,No
CUST_1738,53,93324,27821,650,24,No
CUST_1739,53,35689,9695,431,36,Yes
CUST_1740,61,129756,16530,525,12,No
CUST_1741,33,107134,19318,607,36,No
CUST_1742,50,123016,27331,774,12,No
CUST_1743,53,115239,31355,521,60,Yes
CUST_1744,33,20066,16324,472,36,No
CUST_1745,46,134159,33149,639,48,No
CUST_1746,42,65246,8218,805,12,No
CUST_1747,59,27533,25141,456,36,Yes
CUST_1748,22,100639,41784,450,48,No
CUST_1749,58,90152,7837,477,24,No
CUST_1750,59,131581,44802,832,60,No
CUST_1751,46,135828,45077,411,60,Yes
CUST_1752,35,79658,19379,437,24,No
CUST_1753,54,58498,9239,532,36,No
CUST_1754,62,129028,49896,631,24,No
CUST_1755,64,31772,25812,841,48,No
CUST_1756,60,109385,34669,606,12,No
CUST_1757,31,69036,14611,460,36,No
CUST_1758,23,78531,9150,701,12,Yes
CUST_1759,26,139159,16109,577,24,No
CUST_1760,29,32940,39214,619,60,No
CUST_1761,26,138027,31016,832,12,No
CUST_1762,29,36932,16936,796,12,No
CUST_1763,59,115305,16036,662,60,No
CUST_1764,51,76827,44236,671,12,Yes
CUST_1765,52,81431,19021,335,12,No
CUST_1766,61,44648,41943,602,60,No
CUST_1767,32,132947,42848,737,60,No
CUST_1768,28,52966,20471,331,24,Yes
CUST_1769,28,47777,28244,485,24,No
CUST_1770,48,144661,43985,473,12,No
CUST_1771,40,52567,43440,549,36,Yes
CUST_1772,27,135259,6502,578,24,Yes
CUST_1773,31,37174,39178,301,24,Yes
CUST_1774,40,62598,8770,493,36,No
CUST_1775,36,144711,47865,465,36,No
CUST_1776,24,79199,9001,409,60,No
CUST_1777,26,33798,25946,679,24,No
CUST_1778,42,85364,5598,584,48,No
CUST_1779,46,37558,35316,720,48,No
CUST_1780,23,81084,30567,412,12,Yes
CUST_1781,61,64237,31508,527,24,No
CUST_1782,62,85497,48744,770,48,No
CUST_1783,34,20178,44159,827,24,No
CUST_1784,31,136932,35276,795,24,No
CUST_1785,38,106006,28671,330,48,Yes
CUST_1786,32,37118,21450,461,24,No
CUST_1787,43,42616,19908,677,36,No
CUST_1788,32,20798,49358,745,12,No
CUST_1789,33,27601,40518,726,60,Yes
CUST_1790,45,45363,36212,803,48,No
CUST_1791,39,22795,47684,826,60,No
CUST_1792,56,117462,11806,831,12,No
CUST_1793,28,65264,44197,819,36,No
CUST_1794,49,122892,45891,333,36,Yes
CUST_1795,52,92833,23015,789,36,No
CUST_1796,64,149688,44220,722,36,No
CUST_1797,38,23084,22158,767,48,No
CUST_1798,26,115865,20456,323,48,No
CUST_1799,38,96646,32588,515,24,Yes
CUST_1800,39,20731,27491,354,24,No
CUST_1801,42,21129,29188,325,12,No
CUST_1802,57,48022,32079,580,24,Yes
CUST_1803,52,21605,9019,626,12,No
CUST_1804,61,97506,17419,485,12,Yes
CUST_1805,23,129241,38697,794,12,No
CUST_1806,48,64130,24396,311,36,Yes
CUST_1807,30,49265,44032,733,60,No
CUST_1808,55,52330,34892,507,60,No
CUST_1809,49,88469,12973,432,48,No
CUST_1810,35,35187,47465,638,12,Yes
CUST_1811,53,45791,26113,495,36,Yes
CUST_1812,27,110436,16136,561,24,Yes
CUST_1813,32,90610,24203,581,24,Yes
CUST_1814,50,132341,36285,668,48,No
CUST_1815,41,111962,28039,402,48,Yes
CUST_1816,51,59867,6184,482,12,Yes
CUST_1817,44,136178,27727,722,12,No
CUST_1818,40,20893,21911,308,24,Yes
CUST_1819,57,119694,5916,543,24,No
CUST_1820,24,39773,8574,692,24,No
CUST_1821,48,24239,41087,826,24,No
CUST_1822,64,40863,22790,336,60,Yes
CUST_1823,40,71415,22625,477,12,No
CUST_1824,44,88968,10206,371,12,No
CUST_1825,52,120675,24517,651,24,No
CUST_1826,61,80430,42696,448,36,Yes
CUST_1827,56,139000,21105,404,24,No
CUST_1828,54,21515,40656,520,48,No
CUST_1829,56,117206,7690,673,36,No
CUST_1830,22,134210,41859,817,48,No
CUST_1831,35,124630,5690,559,36,Yes
CUST_1832,54,34605,30103,598,48,No
CUST_1833,56,76240,39263,341,24,No
CUST_1834,26,25586,16085,791,24,No
CUST_1835,59,121221,30825,738,36,No
CUST_1836,62,140419,15720,346,48,Yes
CUST_1837,32,142374,43641,384,60,No
CUST_1838,23,134205,42271,357,36,No
CUST_1839,38,51186,16720,508,36,No
CUST_1840,60,46928,5897,547,12,Yes
CUST_1841,41,118264,22094,510,36,Yes
CUST_1842,35,103087,41463,338,60,No
CUST_1843,53,142990,40454,551,24,No
CUST_1844,55,107029,28572,712,48,No
CUST_1845,46,40711,43546,745,12,No
CUST_1846,28,74962,20150,351,48,No
CUST_1847,56,40039,21799,673,24,No
CUST_1848,50,56561,14663,825,36,Yes
CUST_1849,43,95483,41948,455,60,Yes
CUST_1850,62,117871,42030,841,12,Yes
CUST_1851,64,101395,32007,389,60,No
CUST_1852,34,108658,40283,650,60,No
CUST_1853,34,21577,30671,368,60,No
CUST_1854,22,127792,30385,462,60,No
CUST_1855,57,48350,16236,541,24,No
CUST_1856,25,136908,27024,794,60,No
CUST_1857,58,127468,44384,682,60,No
CUST_1858,61,53798,22376,351,24,No
CUST_1859,34,117434,42138,362,48,Yes
CUST_1860,59,101417,23157,808,24,Yes
CUST_1861,45,30785,24945,591,36,Yes
CUST_1862,40,92227,41584,390,24,Yes
CUST_1863,22,138680,28017,723,48,No
CUST_1864,59,81957,6756,664,36,No
CUST_1865,26,85431,40141,449,36,Yes
CUST_1866,37,37297,7576,570,12,No
CUST_1867,45,91894,30467,415,60,Yes
CUST_1868,48,136869,41952,815,36,No
CUST_1869,22,83772,36205,540,36,No
CUST_1870,55,39581,40165,329,48,No
CUST_1871,57,75192,17674,442,36,No
CUST_1872,25,21462,48094,625,48,No
CUST_1873,21,148848,48314,315,60,No
CUST_1874,60,84173,27353,410,12,No
CUST_1875,32,35511,34849,406,12,No
CUST_1876,56,96106,9535,678,60,No
CUST_1877,43,68665,46936,461,60,Yes
CUST_1878,51,64414,22118,582,24,No
CUST_1879,31,101010,5632,568,36,Yes
CUST_1880,30,92573,18280,783,36,No
CUST_1881,23,113665,19746,372,36,No
CUST_1882,34,127803,42036,496,48,Yes
CUST_1883,36,139682,24285,542,24,Yes
CUST_1884,30,33386,23047,558,36,Yes
CUST_1885,49,144069,15207,448,48,No
CUST_1886,30,74460,10591,689,48,Yes
CUST_1887,32,26221,32757,715,12,No
CUST_1888,50,43474,21226,725,48,No
CUST_1889,61,126073,34732,516,60,No
CUST_1890,21,135375,32206,385,48,Yes
CUST_1891,25,132660,25256,515,60,Yes
CUST_1892,40,41045,38822,722,60,No
CUST_1893,28,111319,46340,619,12,No
CUST_1894,63,136582,48351,417,12,Yes
CUST_1895,32,125693,45775,714,48,No
CUST_1896,21,24922,14784,339,12,No
CUST_1897,40,131943,42029,460,12,No
CUST_1898,48,42706,40157,836,36,No
CUST_1899,63,62771,24937,719,48,No
CUST_1900,57,72335,16219,394,48,Yes
CUST_1901,57,118015,14399,741,48,No
CUST_1902,32,72949,38312,765,12,No
CUST_1903,57,90714,32657,587,12,No
CUST_1904,64,115558,25047,711,60,No
CUST_1905,48,35240,40007,699,24,No
CUST_1906,35,111756,15559,827,24,No
CUST_1907,26,122272,25157,317,24,Yes
CUST_1908,64,22716,40395,435,36,No
CUST_1909,40,36574,11618,763,12,No
CUST_1910,34,131815,49891,547,60,Yes
CUST_1911,22,103255,11780,300,60,No
CUST_1912,29,93717,32050,680,24,Yes
CUST_1913,57,131299,13015,808,36,Yes
CUST_1914,40,64066,8130,759,36,No
CUST_1915,46,135066,33083,804,24,No
CUST_1916,49,81826,21480,775,24,No
CUST_1917,21,40213,40476,331,12,Yes
CUST_1918,55,91916,43165,417,36,Yes
CUST_1919,26,86151,16528,483,60,No
CUST_1920,57,148518,10914,490,24,Yes
CUST_1921,25,137018,42136,373,12,Yes
CUST_1922,53,149024,16179,402,60,No
CUST_1923,34,70906,25472,719,36,Yes
CUST_1924,32,20463,17076,772,24,No
CUST_1925,62,51973,29783,413,24,Yes
CUST_1926,40,94694,18824,678,12,No
CUST_1927,44,40651,9299,612,12,No
CUST_1928,63,88694,13118,629,36,Yes
CUST_1929,54,40008,15756,638,24,No
CUST_1930,45,131738,12953,537,12,Yes
CUST_1931,49,90474,42552,472,24,Yes
CUST_1932,59,58185,20185,378,36,No
CUST_1933,51,107924,46792,763,24,No
CUST_1934,63,94417,19674,800,60,No
CUST_1935,43,145502,49476,584,24,No
CUST_1936,64,91139,38927,522,48,Yes
CUST_1937,58,54980,5386,565,48,Yes
CUST_1938,40,42504,31617,672,36,No
CUST_1939,43,74970,12192,532,36,No
CUST_1940,36,36766,15745,535,36,No
CUST_1941,62,136944,35020,613,60,No
CUST_1942,28,113922,47678,679,60,No
CUST_1943,41,31695,26159,719,24,No
CUST_1944,21,37796,8409,351,12,No
CUST_1945,28,62543,30745,808,48,No
CUST_1946,49,34559,34455,504,48,Yes
CUST_1947,52,124450,43910,556,48,No
CUST_1948,58,53139,43735,484,24,No
CUST_1949,25,140494,34166,444,24,No
CUST_1950,42,123869,44973,313,36,No
CUST_1951,54,28802,33072,545,12,Yes
CUST_1952,21,93843,17109,486,36,No
CUST_1953,46,60205,7484,636,24,No
CUST_1954,63,118750,39622,558,60,Yes
CUST_1955,30,54159,49399,339,36,Yes
CUST_1956,50,31516,7597,717,24,No
CUST_1957,38,70492,45597,650,24,Yes
CUST_1958,37,49086,45954,308,60,Yes
CUST_1959,46,133758,8983,649,60,Yes
CUST_1960,28,50480,44452,383,60,No
CUST_1961,60,72091,48151,832,12,No
CUST_1962,32,148023,22040,657,24,Yes
CUST_1963,47,130195,49772,677,60,No
CUST_1964,28,67766,35554,471,12,Yes
CUST_1965,45,58737,32916,324,48,No
CUST_1966,24,29265,49871,692,48,No
CUST_1967,53,134165,31372,402,48,No
CUST_1968,21,139501,44080,535,24,Yes
CUST_1969,39,138257,45706,709,12,No
CUST_1970,51,90990,47722,848,12,No
CUST_1971,36,121454,34048,631,48,No
CUST_1972,34,111717,24669,831,36,No
CUST_1973,25,35386,14777,328,48,Yes
CUST_1974,61,124718,41331,842,24,No
CUST_1975,46,57425,25968,318,48,Yes
CUST_1976,48,141635,42809,447,48,No
CUST_1977,22,63254,16292,770,12,No
CUST_1978,26,109863,45794,790,48,No
CUST_1979,29,138350,18923,582,60,Yes
CUST_1980,53,73634,32703,412,60,Yes
CUST_1981,61,106717,23657,754,36,No
